"","variable","value"
"4755","P35",0
"4756","P35",0
"4757","P35",0
"4758","P35",0
"4759","P35",0
"4760","P35",0
"4761","P35",5
"4762","P35",4
"4763","P35",0
"4764","P35",0
"4765","P35",4
"4766","P35",5
"4767","P35",0
"4768","P35",0
"4769","P35",0
"4770","P35",0
"4771","P35",0
"4772","P35",0
"4773","P35",0
"4774","P35",0
"4775","P35",0
"4776","P35",0
"4777","P35",0
"4778","P35",0
"4779","P35",0
"4780","P35",1
"4781","P35",0
"4782","P35",0
"4783","P35",0
"4784","P35",4
"4785","P35",0
"4786","P35",0
"4787","P35",4
"4788","P35",0
"4789","P35",0
"4790","P35",5
"4791","P35",0
"4792","P35",12
"4793","P35",12
"4794","P35",0
"4795","P35",0
"4796","P36",3
"4797","P36",4
"4798","P36",0
"4799","P36",5
"4800","P36",0
"4801","P36",0
"4802","P36",4
"4803","P36",0
"4804","P36",0
"4805","P36",0
"4806","P36",0
"4807","P36",4
"4808","P36",0
"4809","P36",0
"4810","P36",0
"4811","P36",16
"4812","P36",0
"4813","P36",0
"4814","P36",0
"4815","P36",0
"4816","P36",0
"4817","P36",0
"4818","P36",0
"4819","P36",0
"4820","P36",5
"4821","P36",0
"4822","P36",3
"4823","P36",3
"4824","P36",4
"4825","P36",16
"4826","P36",0
"4827","P36",3
"4828","P36",3
"4829","P36",5
"4830","P36",0
"4831","P36",0
"4832","P36",2
"4833","P36",0
"4834","P36",20
"4835","P36",12
"4836","P36",0
"4837","P36",12
"4838","P36",0
"4839","P36",0
"4840","P36",0
"4841","P36",16
"4842","P36",0
"4843","P36",3
"4844","P36",12
"4845","P36",0
"4846","P36",3
"4847","P36",3
"4848","P36",5
"4849","P36",0
"4850","P36",3
"4851","P36",0
"4852","P36",3
"4853","P36",0
"4854","P36",0
"4855","P36",3
"4856","P36",4
"4857","P36",3
"4858","P36",4
"4859","P36",16
"4860","P36",0
"4861","P36",0
"4862","P36",3
"4863","P36",3
"4864","P36",3
"4865","P36",0
"4866","P36",3
"4867","P36",12
"4868","P36",0
"4869","P36",0
"4870","P36",12
"4871","P36",0
"4872","P36",0
"4873","P36",0
"4874","P36",0
"4875","P36",3
"4876","P36",0
"4877","P36",0
"4878","P36",0
"4879","P36",0
"4880","P36",0
"4881","P36",0
"4882","P36",0
"4883","P36",0
"4884","P36",0
"4885","P36",0
"4886","P36",5
"4887","P36",0
"4888","P36",0
"4889","P36",0
"4890","P36",0
"4891","P36",0
"4892","P36",0
"4893","P36",0
"4894","P36",0
"4895","P36",0
"4896","P36",0
"4897","P36",0
"4898","P36",5
"4899","P36",3
"4900","P36",0
"4901","P36",0
"4902","P36",3
"4903","P36",3
"4904","P36",0
"4905","P36",0
"4906","P36",0
"4907","P36",0
"4908","P36",0
"4909","P36",0
"4910","P36",0
"4911","P36",0
"4912","P36",0
"4913","P36",0
"4914","P36",0
"4915","P36",0
"4916","P36",0
"4917","P36",3
"4918","P36",0
"4919","P36",0
"4920","P36",0
"4921","P36",3
"4922","P36",0
"4923","P36",0
"4924","P36",4
"4925","P36",0
"4926","P36",0
"4927","P36",5
"4928","P36",0
"4929","P36",12
"4930","P36",16
"4931","P36",0
"4932","P36",0
"4933","P37",4
"4934","P37",1
"4935","P37",0
"4936","P37",3
"4937","P37",0
"4938","P37",0
"4939","P37",4
"4940","P37",0
"4941","P37",0
"4942","P37",0
"4943","P37",0
"4944","P37",2
"4945","P37",0
"4946","P37",0
"4947","P37",0
"4948","P37",4
"4949","P37",0
"4950","P37",0
"4951","P37",0
"4952","P37",0
"4953","P37",0
"4954","P37",0
"4955","P37",0
"4956","P37",0
"4957","P37",2
"4958","P37",0
"4959","P37",2
"4960","P37",2
"4961","P37",4
"4962","P37",6
"4963","P37",0
"4964","P37",3
"4965","P37",3
"4966","P37",3
"4967","P37",0
"4968","P37",0
"4969","P37",3
"4970","P37",0
"4971","P37",6
"4972","P37",2
"4973","P37",0
"4974","P37",6
"4975","P37",0
"4976","P37",0
"4977","P37",0
"4978","P37",8
"4979","P37",0
"4980","P37",4
"4981","P37",4
"4982","P37",0
"4983","P37",1
"4984","P37",3
"4985","P37",1
"4986","P37",0
"4987","P37",1
"4988","P37",0
"4989","P37",2
"4990","P37",0
"4991","P37",0
"4992","P37",3
"4993","P37",3
"4994","P37",2
"4995","P37",5
"4996","P37",6
"4997","P37",0
"4998","P37",0
"4999","P37",1
"5000","P37",1
"5001","P37",3
"5002","P37",0
"5003","P37",4
"5004","P37",2
"5005","P37",0
"5006","P37",0
"5007","P37",2
"5008","P37",0
"5009","P37",0
"5010","P37",0
"5011","P37",0
"5012","P37",1
"5013","P37",0
"5014","P37",0
"5015","P37",0
"5016","P37",0
"5017","P37",0
"5018","P37",0
"5019","P37",0
"5020","P37",0
"5021","P37",0
"5022","P37",0
"5023","P37",4
"5024","P37",0
"5025","P37",0
"5026","P37",0
"5027","P37",0
"5028","P37",0
"5029","P37",0
"5030","P37",0
"5031","P37",0
"5032","P37",0
"5033","P37",0
"5034","P37",0
"5035","P37",4
"5036","P37",1
"5037","P37",0
"5038","P37",0
"5039","P37",3
"5040","P37",2
"5041","P37",0
"5042","P37",0
"5043","P37",0
"5044","P37",0
"5045","P37",0
"5046","P37",0
"5047","P37",0
"5048","P37",0
"5049","P37",0
"5050","P37",0
"5051","P37",0
"5052","P37",0
"5053","P37",0
"5054","P37",3
"5055","P37",0
"5056","P37",0
"5057","P37",0
"5058","P37",5
"5059","P37",0
"5060","P37",0
"5061","P37",3
"5062","P37",0
"5063","P37",0
"5064","P37",3
"5065","P37",0
"5066","P37",6
"5067","P37",2
"5068","P37",0
"5069","P37",0
"5070","revenue",5653753
"5071","revenue",4554237
"5072","revenue",4952255
"5073","revenue",5966193
"5074","revenue",8213524
"5075","revenue",7495092
"5076","revenue",5166635
"5077","revenue",4491607
"5078","revenue",1149870
"5079","revenue",8630682
"5080","revenue",3426169
"5081","revenue",5161370
"5082","revenue",6782425
"5083","revenue",4807746
"5084","revenue",4052733
"5085","revenue",3218918
"5086","revenue",19696939
"5087","revenue",3982767
"5088","revenue",3004429
"5089","revenue",3600467
"5090","revenue",9652350
"5091","revenue",4100886
"5092","revenue",16549064
"5093","revenue",4590423
"5094","revenue",8904084
"5095","revenue",5461700
"5096","revenue",3818055
"5097","revenue",6836483
"5098","revenue",4705945
"5099","revenue",4286645
"5100","revenue",2390534
"5101","revenue",2058644
"5102","revenue",3784230
"5103","revenue",13575224
"5104","revenue",5906596
"5105","revenue",4350573
"5106","revenue",2364478
"5107","revenue",4066618
"5108","revenue",2551252
"5109","revenue",1847826
"5110","revenue",3780019
"5111","revenue",4136425
"5112","revenue",6941173
"5113","revenue",7217634
"5114","revenue",6694797
"5115","revenue",4882985
"5116","revenue",3727364
"5117","revenue",3836721
"5118","revenue",5500818
"5119","revenue",6363241
"5120","revenue",2525375
"5121","revenue",4250758
"5122","revenue",7865428
"5123","revenue",3445076
"5124","revenue",4250553
"5125","revenue",1756069
"5126","revenue",5337526
"5127","revenue",9262754
"5128","revenue",8894598
"5129","revenue",3903884
"5130","revenue",6313221
"5131","revenue",4467728
"5132","revenue",4952497
"5133","revenue",2954086
"5134","revenue",3347767
"5135","revenue",2383840
"5136","revenue",2267425
"5137","revenue",2740687
"5138","revenue",2156098
"5139","revenue",3199619
"5140","revenue",4264176
"5141","revenue",3871344
"5142","revenue",5017319
"5143","revenue",3028267
"5144","revenue",3164972
"5145","revenue",1734634
"5146","revenue",3810007
"5147","revenue",1904842
"5148","revenue",2732645
"5149","revenue",2018785
"5150","revenue",3447890
"5151","revenue",6923131
"5152","revenue",4219263
"5153","revenue",3752885
"5154","revenue",2025297
"5155","revenue",3258837
"5156","revenue",4888774
"5157","revenue",4067566
"5158","revenue",2792031
"5159","revenue",3261924
"5160","revenue",4758476
"5161","revenue",4263629
"5162","revenue",3351383
"5163","revenue",1999097
"5164","revenue",5435276
"5165","revenue",7592272
"5166","revenue",2083447
"5167","revenue",2344689
"5168","revenue",6412623
"5169","revenue",2055379
"5170","revenue",2738052
"5171","revenue",5444227
"5172","revenue",5525735
"5173","revenue",4155435
"5174","revenue",3778621
"5175","revenue",3939804
"5176","revenue",4316715
"5177","revenue",4015749
"5178","revenue",1619683
"5179","revenue",2993069
"5180","revenue",3807496
"5181","revenue",3273041
"5182","revenue",3956086
"5183","revenue",7201784
"5184","revenue",2544857
"5185","revenue",3745135
"5186","revenue",1882131
"5187","revenue",3452382
"5188","revenue",3570392
"5189","revenue",4651866
"5190","revenue",3376145
"5191","revenue",5286212
"5192","revenue",2021934
"5193","revenue",3008199
"5194","revenue",2999068
"5195","revenue",3753720
"5196","revenue",5595267
"5197","revenue",1270499
"5198","revenue",3248660
"5199","revenue",2371202
"5200","revenue",2097022
"5201","revenue",3410878
"5202","revenue",4429512
"5203","revenue",2675511
"5204","revenue",4780607
"5205","revenue",5787594
"5206","revenue",1763231
